author_repo,wf_contents,security_policy
google-research/bert,,
y1yang0/hosts,pages-build-deployment' 'active' '41442321,
mxrch/GHunt,Generate Sponsors README' 'active' '42162540,
google/yapf,YAPF' 'active' '14908647,We use httpsgcovulnz for our intake and triage For valid issues we will' 'do coordination and disclosure here on GitHub including using a GitHub' 'Security Advisory when necessary' 'The Google Security Team will process your report within a day and respond' 'within a week although it will depend on the severity of your report
firebase/functions-samples,CI Tests' 'active' '4148145,vulnz for our intake and do coordination and disclosure here on GitHub' 'including using GitHub Security Advisory The Google Security Team will' 'respond within  working days of your report on gcovulnz
googleapis/google-api-nodejs-client,ci' 'active' '546066' '.github/workflows/update-apis.yaml' 'active' '10500064' 'ci' 'active' '13211756,To report a security issue please use gcovulnz' 'The Google Security Team will respond within  working days of your report on' 'gcovulnz' 'We use gcovulnz for our intake and do coordination and disclosure here using' 'GitHub Security Advisory to privately discuss and fix the issue
google/dopamine,pages-build-deployment' 'active' '22284106,We use httpsgcovulnz for our intake and triage For valid issues we will' 'do coordination and disclosure here on GitHub including using a GitHub' 'Security Advisory when necessary' 'The Google Security Team will process your report within a day and respond' 'within a week although it will depend on the severity of your report
infracost/infracost,Go' 'active' '1778743' 'Upload Release Asset' 'active' '2378428' 'Build and push docker infracost/infracost:test' 'active' '13531210' 'check-resources' 'active' '17060536' 'Update Download Redirects' 'active' '18857854' 'Zip' 'active' '20419758' 'Scan code for vulnerabilities' 'active' '22285436' 'Upload post-release assets' 'active' '24095818' 'Create PR assets' 'active' '42983229' 'Alistair test' 'disabled_manually' '17334542,RReeppoorrttiinngg aa vvuullnneerraabbiilliittyy' 'If you believe you have found a security vulnerability within Infracost please' 'let us know right away Well try and fix the problem as soon as possible' 'DDoo nnoott rreeppoorrtt vvuullnneerraabbiilliittiieess uussiinngg ppuubblliicc GGiittHHuubb iissssuueess Instead email' 'securityinfracostio with a detailed account of the issue Please submit one' 'issue per email this helps us triage vulnerabilities' 'Once weve received your email well keep you updated as we fix the' 'vulnerability' 'SSuuppppoorrtteedd vveerrssiioonnss' 'We release patches for security vulnerabilities as soon as they are found and' 'fixed Please refer to the below table to understand which CLI versions are' 'eligible for security patches' 'VVeerrssiioonn SSuuppppoorrtteedd' 'x  ' 'x   ' '  
firebase/flutterfire,all_plugins' 'active' '1771730' 'cancel_previous' 'active' '1771731' 'firebase_firestore' 'active' '1771735' 'firebase_performance' 'active' '2024659' 'pr_title' 'active' '2862091' 'website' 'active' '9121214' 'firebase_firestore_odm' 'active' '14067327' 'e2e' 'active' '16195442' 'publish_old_docs' 'active' '25574452,vulnz for our intake and do coordination and disclosure here on GitHub' 'including using GitHub Security Advisory The Google Security Team will' 'respond within  working days of your report on gcovulnz
selierlin/Share-SSR-V2ray,,
